id,state,lga,edited-ward
629,Akwa ibom,Nsit ubium,Ubium South 1
630,Akwa ibom,Nsit ubium,Ubium South 11
631,Akwa ibom,Nsit ubium,Ubium South 111
632,Akwa ibom,Obot akara,Ikot Abia 1
633,Akwa ibom,Obot akara,Ikot Abia 11
634,Akwa ibom,Obot akara,Ikot Abia 111
635,Akwa ibom,Obot akara,Nto Edino 1
636,Akwa ibom,Obot akara,Nto Edino 11
637,Akwa ibom,Obot akara,Nto Edino 111
638,Akwa ibom,Obot akara,Nto Edino 1V
639,Akwa ibom,Obot akara,Obot Akara 1
640,Akwa ibom,Obot akara,Obot Akara 11
641,Akwa ibom,Obot akara,Obot Akara 111
642,Akwa ibom,Okobo,Akai/Mbukpo/Udung
643,Akwa ibom,Okobo,Ekeya
644,Akwa ibom,Okobo,Eweme 1
645,Akwa ibom,Okobo,Eweme 11
646,Akwa ibom,Okobo,Nung Atai/Ube 1
647,Akwa ibom,Okobo,Nung Atai/Ube 11
648,Akwa ibom,Okobo,Offi 1
649,Akwa ibom,Okobo,Offi 11
650,Akwa ibom,Okobo,Okopedi 1
651,Akwa ibom,Okobo,Okopedi 11
652,Akwa ibom,Onna,Awa 1
653,Akwa ibom,Onna,Awa 11
654,Akwa ibom,Onna,Awa 111
655,Akwa ibom,Onna,Awa 1V
656,Akwa ibom,Onna,Nung Idem 1
657,Akwa ibom,Onna,Nung Idem 11
658,Akwa ibom,Onna,Oniong East 1
659,Akwa ibom,Onna,Oniong East 11
660,Akwa ibom,Onna,Oniong East 111
661,Akwa ibom,Onna,Oniong West 1
662,Akwa ibom,Onna,Oniong West 11
663,Akwa ibom,Onna,Oniong West 111
664,Akwa ibom,Oron,Oron Urban  Ix
665,Akwa ibom,Oron,Oron Urban  X
666,Akwa ibom,Oron,Oron Urban 1
667,Akwa ibom,Oron,Oron Urban 11
668,Akwa ibom,Oron,Oron Urban 111
669,Akwa ibom,Oron,Oron Urban 1V
670,Akwa ibom,Oron,Oron Urban V
671,Akwa ibom,Oron,Oron Urban V1
672,Akwa ibom,Oron,Oron Urban V11
673,Akwa ibom,Oron,Oron Urban V111
674,Akwa ibom,Oruk anam,Abak Midim 1
675,Akwa ibom,Oruk anam,Abak Midim 11
676,Akwa ibom,Oruk anam,Abak Midim 111
677,Akwa ibom,Oruk anam,Abak Midim 1V
678,Akwa ibom,Oruk anam,Ekparakwa
679,Akwa ibom,Oruk anam,Ibesit/Nung Ikot 1
680,Akwa ibom,Oruk anam,Ibesit/Nung Ikot 11
681,Akwa ibom,Oruk anam,Ikot Ibritam 1
682,Akwa ibom,Oruk anam,Ikot Ibritam 11
683,Akwa ibom,Oruk anam,Ndot/Ikot Okoro 1
684,Akwa ibom,Oruk anam,Ndot/Ikot Okoro 11
685,Akwa ibom,Oruk anam,Ndot/Ikot Okoro 111
686,Akwa ibom,Oruk anam,Ndot/Ikot Okoro V1
687,Akwa ibom,Udung uko,Udung Uko 1
688,Akwa ibom,Udung uko,Udung Uko 11
689,Akwa ibom,Udung uko,Udung Uko 111
690,Akwa ibom,Udung uko,Udung Uko 1V
691,Akwa ibom,Udung uko,Udung Uko Ix
692,Akwa ibom,Udung uko,Udung Uko V
693,Akwa ibom,Udung uko,Udung Uko V1
694,Akwa ibom,Udung uko,Udung Uko V11
695,Akwa ibom,Udung uko,Udung Uko V111
696,Akwa ibom,Udung uko,Udung Uko X
697,Akwa ibom,Ukanafun,Northern Afaha 1
698,Akwa ibom,Ukanafun,Northern Afaha 11
699,Akwa ibom,Ukanafun,Northern Ukanafun 1
700,Akwa ibom,Ukanafun,Northern Ukanafun 11
701,Akwa ibom,Ukanafun,"Southern Afaha, Adat Ifang 1"
702,Akwa ibom,Ukanafun,"Southern Afaha, Adat Ifang 11"
703,Akwa ibom,Ukanafun,"Southern Afaha, Adat Ifang 111"
704,Akwa ibom,Ukanafun,"Southern Afaha, Adat Ifang 1V"
705,Akwa ibom,Ukanafun,Southern Ukanafun 1
706,Akwa ibom,Ukanafun,Southern Ukanafun 11
707,Akwa ibom,Ukanafun,Ukanafun Urban
708,Akwa ibom,Uruan,Central Uruan 11
709,Akwa ibom,Uruan,Centyral Uruan 1
710,Akwa ibom,Uruan,Centyral Uruan 111
711,Akwa ibom,Uruan,Northern Uruan 1
712,Akwa ibom,Uruan,Northern Uruan 11
713,Akwa ibom,Uruan,Southern Uruan 1
714,Akwa ibom,Uruan,Southern Uruan 11
715,Akwa ibom,Uruan,Southern Uruan 111
716,Akwa ibom,Uruan,Southern Uruan IV
717,Akwa ibom,Uruan,Southern Uruan V
718,Akwa ibom,Uruan,Southern Uruan V1
719,Akwa ibom,Urue offong oruko,Oruko 1
720,Akwa ibom,Urue offong oruko,Oruko 11
721,Akwa ibom,Urue offong oruko,Oruko 111
722,Akwa ibom,Urue offong oruko,Oruko 1V
723,Akwa ibom,Urue offong oruko,Oruko V
724,Akwa ibom,Urue offong oruko,Urue Offong 1
725,Akwa ibom,Urue offong oruko,Urue Offong 11
726,Akwa ibom,Urue offong oruko,Urue Offong 111
727,Akwa ibom,Urue offong oruko,Urue Offong 1V
728,Akwa ibom,Urue offong oruko,Urue Offong V
729,Akwa ibom,Uyo,Etoi 1
730,Akwa ibom,Uyo,Etoi 11
731,Akwa ibom,Uyo,Ikono 1
732,Akwa ibom,Uyo,Ikono 11
733,Akwa ibom,Uyo,Offot 1
734,Akwa ibom,Uyo,Offot 11
735,Akwa ibom,Uyo,Oku 1
736,Akwa ibom,Uyo,Oku 11
737,Akwa ibom,Uyo,Uyo Urban 1
738,Akwa ibom,Uyo,Uyo Urban 11
739,Akwa ibom,Uyo,Uyo Urban 111
740,Anambra,Aguata,Achina   I
741,Anambra,Aguata,Achina  II
742,Anambra,Aguata,Agulueze Chukwu
743,Anambra,Aguata,Akpo
744,Anambra,Aguata,Amesi
745,Anambra,Aguata,Ekwulobia  I
746,Anambra,Aguata,Ekwulobia  II
747,Anambra,Aguata,Ezinifite  I
748,Anambra,Aguata,Ezinifite  II
749,Anambra,Aguata,Igbo - Ukwu  II
750,Anambra,Aguata,Igbo-Ukwu  I
751,Anambra,Aguata,Ikenga
752,Anambra,Aguata,Isuofia
753,Anambra,Aguata,Nkpologwu
754,Anambra,Aguata,Oreri
755,Anambra,Aguata,Uga  I
756,Anambra,Aguata,Uga II
757,Anambra,Aguata,Umuchu  I
758,Anambra,Aguata,Umuchu  II
759,Anambra,Aguata,Umuona
760,Anambra,Anambra east,Aguleri
761,Anambra,Anambra east,Aguleri  II
762,Anambra,Anambra east,Enugwu-Otu
763,Anambra,Anambra east,Eziagulu-Otu
764,Anambra,Anambra east,Igbariam
765,Anambra,Anambra east,Nando  I
766,Anambra,Anambra east,Nando  II
767,Anambra,Anambra east,Nando  III
768,Anambra,Anambra east,Nsugbe I
769,Anambra,Anambra east,Nsugbe II
770,Anambra,Anambra east,Otuocha  I
771,Anambra,Anambra east,Otuocha  II
772,Anambra,Anambra east,Umuleri  II
773,Anambra,Anambra east,Umuoba-Anam
774,Anambra,Anambra east,Umureli  I
775,Anambra,Anambra west,Ezi-Anam
776,Anambra,Anambra west,Ifite-Anam
777,Anambra,Anambra west,Nzam
778,Anambra,Anambra west,Olumbanasa - Ode
779,Anambra,Anambra west,Olumbanasa-Inoma
780,Anambra,Anambra west,Oroma Etiti-Anam
781,Anambra,Anambra west,Umuenwelum-Anam
782,Anambra,Anambra west,Umueze-Anam  I
783,Anambra,Anambra west,Umueze-Anam  II
784,Anambra,Anambra west,Umuoba-Anam
785,Anambra,Anaocha,Adazi Ani I
786,Anambra,Anaocha,Adazi Ani II
787,Anambra,Anaocha,Adazi Enu  I
788,Anambra,Anaocha,Adazi Enu  II
789,Anambra,Anaocha,Adazi Nnukwu  I
790,Anambra,Anaocha,Adazi Nnukwu  II
791,Anambra,Anaocha,Agulu   IV
792,Anambra,Anaocha,Agulu  I
793,Anambra,Anaocha,Agulu  II
794,Anambra,Anaocha,Agulu  III
795,Anambra,Anaocha,Agulu Uzoigbo
796,Anambra,Anaocha,Akwaeze
797,Anambra,Anaocha,Ichida I
798,Anambra,Anaocha,Ichida II
799,Anambra,Anaocha,Neni  I
800,Anambra,Anaocha,Neni  II
801,Anambra,Anaocha,Nri  I
802,Anambra,Anaocha,Nri  II
803,Anambra,Anaocha,Obeledu
804,Anambra,Awka north,Achalla  I
805,Anambra,Awka north,Achalla  I1
806,Anambra,Awka north,Achalla  I1I
807,Anambra,Awka north,Amansea
808,Anambra,Awka north,Amanuke
809,Anambra,Awka north,Awba-Ofemmili
810,Anambra,Awka north,Ebenebe  I
811,Anambra,Awka north,Ebenebe  II
812,Anambra,Awka north,Ebenebe  III
813,Anambra,Awka north,Isu Aniocha
814,Anambra,Awka north,Mabakwu  I (Anezike)
815,Anambra,Awka north,Ugbene
816,Anambra,Awka north,Ugbenu
817,Anambra,Awka north,Urum
818,Anambra,Awka south,Agu Oka
819,Anambra,Awka south,Amawbia  I
820,Anambra,Awka south,Amawbia  II
821,Anambra,Awka south,Amawbia  III
822,Anambra,Awka south,Awka  I
823,Anambra,Awka south,Awka  II
824,Anambra,Awka south,Awka  III
825,Anambra,Awka south,Awka  IV
826,Anambra,Awka south,Awka  V
827,Anambra,Awka south,Awka  Vi
828,Anambra,Awka south,Awka  VII
829,Anambra,Awka south,Ezinato/Isiagu
830,Anambra,Awka south,Mba-Ukwu
831,Anambra,Awka south,Nibo  I
832,Anambra,Awka south,Nibo  II
833,Anambra,Awka south,Nibo  III
834,Anambra,Awka south,Nise  I
835,Anambra,Awka south,Nise  II
836,Anambra,Awka south,Okpuno
837,Anambra,Awka south,Umuawulu
838,Anambra,Ayamelum,Anaku
839,Anambra,Ayamelum,Ifite Ogwari  I
840,Anambra,Ayamelum,Ifite Ogwari  II
841,Anambra,Ayamelum,Igbakwu
842,Anambra,Ayamelum,Omasi
843,Anambra,Ayamelum,Omor I
844,Anambra,Ayamelum,Omor II
845,Anambra,Ayamelum,Omor III
846,Anambra,Ayamelum,Ume Rum
847,Anambra,Ayamelum,Umueje Umueje
848,Anambra,Ayamelum,Umumbo
849,Anambra,Dunukofia,Akwa
850,Anambra,Dunukofia,Ifitedunu  I
851,Anambra,Dunukofia,Ifitedunu  II
852,Anambra,Dunukofia,Nawgu  I
853,Anambra,Dunukofia,Nawgu  II
854,Anambra,Dunukofia,Ukpo  I
855,Anambra,Dunukofia,Ukpo  II
856,Anambra,Dunukofia,Ukpo  III
857,Anambra,Dunukofia,Ukwulu  I
858,Anambra,Dunukofia,Ukwulu  II
859,Anambra,Dunukofia,Umudioka  I
860,Anambra,Dunukofia,Umudioka  II
861,Anambra,Dunukofia,Umunnachi  I
862,Anambra,Dunukofia,Umunnachi  II
863,Anambra,Ekwusigo,Amakwa  II
864,Anambra,Ekwusigo,Ichi
865,Anambra,Ekwusigo,Ihembosi/Anaubahu
866,Anambra,Ekwusigo,Ihiteoha
867,Anambra,Ekwusigo,Oraifite  I
868,Anambra,Ekwusigo,Oraifite  II
869,Anambra,Ekwusigo,Oraifite  III
870,Anambra,Ekwusigo,Ozubulu  I
871,Anambra,Ekwusigo,Ozubulu  II
872,Anambra,Ekwusigo,Ozubulu  III
873,Anambra,Ekwusigo,Ozubulu  IV
874,Anambra,Ekwusigo,Ozubulu  V
875,Anambra,Idemili north,Abacha
876,Anambra,Idemili north,Abatete
877,Anambra,Idemili north,Eziowele
878,Anambra,Idemili north,Ideani
879,Anambra,Idemili north,Nkpor  I
880,Anambra,Idemili north,Nkpor  II
881,Anambra,Idemili north,Obosi
882,Anambra,Idemili north,Ogidi  I
883,Anambra,Idemili north,Ogidi  II
884,Anambra,Idemili north,Oraukwu
885,Anambra,Idemili north,Uke
886,Anambra,Idemili north,Umuoji
887,Anambra,Idemili-south,Akwukwu
888,Anambra,Idemili-south,Alor  I
889,Anambra,Idemili-south,Alor  II
890,Anambra,Idemili-south,Awka-Etiti  I
891,Anambra,Idemili-south,Awka-Etiti  II
892,Anambra,Idemili-south,Nnobi  III
893,Anambra,Idemili-south,Nnobi I
894,Anambra,Idemili-south,Nnobi II
895,Anambra,Idemili-south,Nnokwa
896,Anambra,Idemili-south,Oba I
897,Anambra,Idemili-south,Oba II
898,Anambra,Idemili-south,Ojoto
899,Anambra,Ihala,Amamu  I
900,Anambra,Ihala,Amamu  II
901,Anambra,Ihala,Amorka
902,Anambra,Ihala,Azia
903,Anambra,Ihala,Ihite
904,Anambra,Ihala,Isseke
905,Anambra,Ihala,Lilu
906,Anambra,Ihala,Mbosi
907,Anambra,Ihala,Ogbolo
908,Anambra,Ihala,Okija  I
909,Anambra,Ihala,Okija  II
910,Anambra,Ihala,Okija  III
911,Anambra,Ihala,Okija  IV
912,Anambra,Ihala,Okija  V
913,Anambra,Ihala,Orsumoghu
914,Anambra,Ihala,Ubuluisiuzo
915,Anambra,Ihala,Uli  I
916,Anambra,Ihala,Uli  II
917,Anambra,Ihala,Uli  III
918,Anambra,Ihala,Uzoakwa
919,Anambra,Njikoka,Abagana  I
920,Anambra,Njikoka,Abagana  II
921,Anambra,Njikoka,Abagana  III
922,Anambra,Njikoka,Abagana  IV
923,Anambra,Njikoka,Abba  I
924,Anambra,Njikoka,Abba  II
925,Anambra,Njikoka,Enugwu Ukwu  I
926,Anambra,Njikoka,Enugwu Ukwu  II
927,Anambra,Njikoka,Enugwu Ukwu  III
928,Anambra,Njikoka,Enugwu Ukwu  IV
929,Anambra,Njikoka,Enugwu-Agidi  I
930,Anambra,Njikoka,Enugwu-Agidi  II
931,Anambra,Njikoka,Nawfia  I
932,Anambra,Njikoka,Nawfia  II
933,Anambra,Njikoka,Nimo  I
934,Anambra,Njikoka,Nimo  II
935,Anambra,Njikoka,Nimo  III
936,Anambra,Njikoka,Nimo  IV
937,Anambra,Nnewi north,Nnewi-Ichi  I
938,Anambra,Nnewi north,Nnewi-Ichi  II
939,Anambra,Nnewi north,Otolo  I
940,Anambra,Nnewi north,Otolo  III
941,Anambra,Nnewi north,Otolo II
942,Anambra,Nnewi north,Umudim  I
943,Anambra,Nnewi north,Umudim  II
944,Anambra,Nnewi north,Uruagu  I
945,Anambra,Nnewi north,Uruagu  II
946,Anambra,Nnewi north,Uruagu  III
947,Anambra,Nnewi south,Akwa-Ihedi
948,Anambra,Nnewi south,Amichi  I
949,Anambra,Nnewi south,Amichi  II
950,Anambra,Nnewi south,Amichi  III
951,Anambra,Nnewi south,Azuigbo
952,Anambra,Nnewi south,Ebenator
953,Anambra,Nnewi south,Ekwulumili
954,Anambra,Nnewi south,Ezinifite
955,Anambra,Nnewi south,Ezinifite  I
956,Anambra,Nnewi south,Ezinifite  II
957,Anambra,Nnewi south,Ezinifite  III
958,Anambra,Nnewi south,Osumenyi  I
959,Anambra,Nnewi south,Osumenyi  II
960,Anambra,Nnewi south,Ukpor  I
961,Anambra,Nnewi south,Ukpor II
962,Anambra,Nnewi south,Ukpor III
963,Anambra,Nnewi south,Ukpor IV
964,Anambra,Nnewi south,Ukpor V
965,Anambra,Nnewi south,Ukpor Vi
966,Anambra,Nnewi south,Unubi
967,Anambra,Nnewi south,Utuh
968,Anambra,Ogbaru,Akili - Ozizor
969,Anambra,Ogbaru,Akili Ogidi/Obeagwe
970,Anambra,Ogbaru,Atani  I
971,Anambra,Ogbaru,Atani  II
972,Anambra,Ogbaru,Iyiowa/Odekpe/Ohita
973,Anambra,Ogbaru,Ochuche-Umuodu/Ogbakuba/Amiyi
974,Anambra,Ogbaru,Ogwuaniocha
975,Anambra,Ogbaru,Ogwu-Ikpele
976,Anambra,Ogbaru,Okpoko I
977,Anambra,Ogbaru,Okpoko II
978,Anambra,Ogbaru,Okpoko III
979,Anambra,Ogbaru,Okpoko IV
980,Anambra,Ogbaru,Okpoko V
981,Anambra,Ogbaru,Okpoko Vi
982,Anambra,Ogbaru,Ossomala
983,Anambra,Ogbaru,Umunankwo/Mputu
984,Anambra,Onitsha -south,Bridge Head I
985,Anambra,Onitsha -south,Bridge Head II
986,Anambra,Onitsha -south,Bridge Head III
987,Anambra,Onitsha -south,Fegge 1
988,Anambra,Onitsha -south,Fegge 1V
989,Anambra,Onitsha -south,Fegge II
990,Anambra,Onitsha -south,Fegge III
991,Anambra,Onitsha -south,Fegge V
992,Anambra,Onitsha -south,Fegge Vi
993,Anambra,Onitsha -south,Fegge VII
994,Anambra,Onitsha -south,Odoakpu  I
995,Anambra,Onitsha -south,Odoakpu  II
996,Anambra,Onitsha -south,Odoakpu  III
997,Anambra,Onitsha -south,Odoakpu  IV
998,Anambra,Onitsha -south,Odoakpu V
999,Anambra,Onitsha -south,Odoakpu Vi
1000,Anambra,Onitsha -south,Odoakpu VII
1001,Anambra,Onitsha-north,American Quarters
1002,Anambra,Onitsha-north,G.R.A
1003,Anambra,Onitsha-north,Inland Town I
1004,Anambra,Onitsha-north,Inland Town II
1005,Anambra,Onitsha-north,Inland Town III
1006,Anambra,Onitsha-north,Inland Town IV
1007,Anambra,Onitsha-north,Inland Town V
1008,Anambra,Onitsha-north,Inland Town Vi
1009,Anambra,Onitsha-north,Inland Town VII
1010,Anambra,Onitsha-north,Inland Town VIII`
1011,Anambra,Onitsha-north,Ogbe Umuonicha
1012,Anambra,Onitsha-north,Trans Nkisi
1013,Anambra,Onitsha-north,Water-Side Central  1
1014,Anambra,Onitsha-north,Water-Side Central  II
1015,Anambra,Onitsha-north,Woluwo Layout
1016,Anambra,Orumba  south,Agbudu
1017,Anambra,Orumba  south,Akpu
1018,Anambra,Orumba  south,Enugu/Umonyia
1019,Anambra,Orumba  south,Eziagu
1020,Anambra,Orumba  south,Ezira
1021,Anambra,Orumba  south,Ihite
1022,Anambra,Orumba  south,Isulo
1023,Anambra,Orumba  south,Nawfija
1024,Anambra,Orumba  south,Nkerehi
1025,Anambra,Orumba  south,Ogboji
1026,Anambra,Orumba  south,Ogbunka  I
1027,Anambra,Orumba  south,Ogbunka  II
1028,Anambra,Orumba  south,Owerre-Ezukala  I
1029,Anambra,Orumba  south,Owerre-Ezukala  II
1030,Anambra,Orumba  south,Umunze I
1031,Anambra,Orumba  south,Umunze II
1032,Anambra,Orumba  south,Umunze III
1033,Anambra,Orumba  south,Umuomaku
1034,Anambra,Orumba north,Ajalli  I (Obinikpa And Umueve)
1035,Anambra,Orumba north,Ajalli  II (Umuabiama And Amaga)
1036,Anambra,Orumba north,Amaetiti
1037,Anambra,Orumba north,Amaokpala / Omogho
1038,Anambra,Orumba north,Awa
1039,Anambra,Orumba north,Awgbu  I
1040,Anambra,Orumba north,Awgbu  II
1041,Anambra,Orumba north,Nanka  I
1042,Anambra,Orumba north,Nanka  II
1043,Anambra,Orumba north,Ndi Okpalaeze
1044,Anambra,Orumba north,Ndikelionwu
1045,Anambra,Orumba north,Ndiokolo/Ndiokpaleke
1046,Anambra,Orumba north,Ndiowu
1047,Anambra,Orumba north,Ndiukwuenu/Okpeze
1048,Anambra,Orumba north,Oko  II
1049,Anambra,Orumba north,Oko I
1050,Anambra,Orumba north,Ufuma  I
1051,Anambra,Orumba north,Ufuma  II
1052,Anambra,Oyi,Awkuzu  I
1053,Anambra,Oyi,Awkuzu  II
1054,Anambra,Oyi,Awkuzu  III
1055,Anambra,Oyi,Awkuzu  IV
1056,Anambra,Oyi,Nkwelle Ezunaka I
1057,Anambra,Oyi,Nkwelle Ezunaka II
1058,Anambra,Oyi,Nteje  I
1059,Anambra,Oyi,Nteje  II
1060,Anambra,Oyi,Nteje  III
1061,Anambra,Oyi,Nteje  IV
1062,Anambra,Oyi,Nteje  V
1063,Anambra,Oyi,Ogbunike  I
1064,Anambra,Oyi,Ogbunike  II
1065,Anambra,Oyi,Umunya  I
1066,Anambra,Oyi,Umunya  II
1067,Bauchi,Alkaleri,Alkaleri
1068,Bauchi,Alkaleri,Birin/ Gigara/ Yankari
1069,Bauchi,Alkaleri,Dan Kungibar
1070,Bauchi,Alkaleri,Futuk
1071,Bauchi,Alkaleri,Gar
1072,Bauchi,Alkaleri,Gwana / Mansur
1073,Bauchi,Alkaleri,Gwaram
1074,Bauchi,Alkaleri,Maimadi
1075,Bauchi,Alkaleri,Pali
1076,Bauchi,Alkaleri,Yalo
1077,Bauchi,Alkaleri,Yuli/ Lim
1078,Bauchi,Bauchi,Birshi/Miri
1079,Bauchi,Bauchi,Dandango/Yamrat
1080,Bauchi,Bauchi,DanIya Hardo
1081,Bauchi,Bauchi,Dawaki
1082,Bauchi,Bauchi,Galambi/Gwaskwaram
1083,Bauchi,Bauchi,Kangyare/Turwun
1084,Bauchi,Bauchi,Kundum/Durum
1085,Bauchi,Bauchi,Majidadi A
1086,Bauchi,Bauchi,Majidadi B
1087,Bauchi,Bauchi,Makama/Sarki Baki
1088,Bauchi,Bauchi,Mun/Munsal
1089,Bauchi,Bauchi,Zungur/Liman  Katagum
1090,Bauchi,Bogoro,B O I A
1091,Bauchi,Bogoro,B O I B
1092,Bauchi,Bogoro,B O I C
1093,Bauchi,Bogoro,Bogoro A
1094,Bauchi,Bogoro,Bogoro B
1095,Bauchi,Bogoro,Bogoro C
1096,Bauchi,Bogoro,Bogoro D
1097,Bauchi,Bogoro,Lusa  A
1098,Bauchi,Bogoro,Lusa  B
1099,Bauchi,Bogoro,Lusa  C
1100,Bauchi,Dambam,Dagauda
1101,Bauchi,Dambam,Dambam
1102,Bauchi,Dambam,Gargawa
1103,Bauchi,Dambam,Garuza
1104,Bauchi,Dambam,Gurbana
1105,Bauchi,Dambam,Jalam Central
1106,Bauchi,Dambam,Jalam East
1107,Bauchi,Dambam,Yame
1108,Bauchi,Dambam,Yanda
1109,Bauchi,Dambam,Zaura
1110,Bauchi,Darazo,Darazo
1111,Bauchi,Darazo,Gabarin
1112,Bauchi,Darazo,Gabciyari
1113,Bauchi,Darazo,Konkiyal
1114,Bauchi,Darazo,Lago
1115,Bauchi,Darazo,Lanzai
1116,Bauchi,Darazo,Papa
1117,Bauchi,Darazo,Sade
1118,Bauchi,Darazo,Tauya
1119,Bauchi,Darazo,Wahu
1120,Bauchi,Darazo,Yautare
1121,Bauchi,Dass,Bagel/Bajar
1122,Bauchi,Dass,Baraza
1123,Bauchi,Dass,Bundot
1124,Bauchi,Dass,Bununu Central
1125,Bauchi,Dass,Bununu South
1126,Bauchi,Dass,Dott
1127,Bauchi,Dass,Durr
1128,Bauchi,Dass,Polchi
1129,Bauchi,Dass,Wandi
1130,Bauchi,Dass,Zumbul/Lukshi
1131,Bauchi,Gamawa,Alagarno/Jadori
1132,Bauchi,Gamawa,Gadiya
1133,Bauchi,Gamawa,Gamawa
1134,Bauchi,Gamawa,Gololo
1135,Bauchi,Gamawa,Kafin  Romi
1136,Bauchi,Gamawa,Kubdiya
1137,Bauchi,Gamawa,Raga
1138,Bauchi,Gamawa,Tarmasuwa
1139,Bauchi,Gamawa,Tumbi
1140,Bauchi,Gamawa,Udubo
1141,Bauchi,Gamawa,Zindi
1142,Bauchi,Ganjuwa,Ganjuwa
1143,Bauchi,Ganjuwa,Gungura
1144,Bauchi,Ganjuwa,Kafin Madaki
1145,Bauchi,Ganjuwa,Kariya
1146,Bauchi,Ganjuwa,Kubi East
1147,Bauchi,Ganjuwa,Kubi West
1148,Bauchi,Ganjuwa,Miya  East
1149,Bauchi,Ganjuwa,Miya  West
1150,Bauchi,Ganjuwa,Nasarawa  South
1151,Bauchi,Ganjuwa,Nasarawa North
1152,Bauchi,Ganjuwa,Yali
1153,Bauchi,Giade,Chinkani
1154,Bauchi,Giade,Doguwa  South
1155,Bauchi,Giade,Doguwa Central
1156,Bauchi,Giade,Giade
1157,Bauchi,Giade,Isawa
1158,Bauchi,Giade,Sabon Sara
1159,Bauchi,Giade,U.  Zum A
1160,Bauchi,Giade,Uzum B
1161,Bauchi,Giade,Zabi
1162,Bauchi,Giade,Zirrami
1163,Bauchi,Itas/gadau,Abdallawa/Magarya
1164,Bauchi,Itas/gadau,Bambal
1165,Bauchi,Itas/gadau,Bilkicheri
1166,Bauchi,Itas/gadau,Buzawa
1167,Bauchi,Itas/gadau,Gadau
1168,Bauchi,Itas/gadau,Gwarai
1169,Bauchi,Itas/gadau,Itas
1170,Bauchi,Itas/gadau,Kashuri
1171,Bauchi,Itas/gadau,Mashema
1172,Bauchi,Itas/gadau,Zubuki
1173,Bauchi,Jamaare,Dogon Jeji A
1174,Bauchi,Jamaare,Dogon Jeji B
1175,Bauchi,Jamaare,Dogon Jeji C
1176,Bauchi,Jamaare,Galdimari
1177,Bauchi,Jamaare,Hanafari
1178,Bauchi,Jamaare,JamaAre A
1179,Bauchi,Jamaare,JamaAre B
1180,Bauchi,Jamaare,JamaAre C
1181,Bauchi,Jamaare,JamaAre D
1182,Bauchi,Jamaare,Jurara
1183,Bauchi,Katagum,Bulkachuwa/Dagaro
1184,Bauchi,Katagum,Buskuri
1185,Bauchi,Katagum,Chinade
1186,Bauchi,Katagum,Gambaki/Bidir
1187,Bauchi,Katagum,Madachi/Gangai
1188,Bauchi,Katagum,Madangala
1189,Bauchi,Katagum,Madara
1190,Bauchi,Katagum,Nasarawa Bakin Kasuwa
1191,Bauchi,Katagum,Ragwam/Magonshi
1192,Bauchi,Katagum,Tsakuwa Kofar Gabas/ Kofar Kuka
1193,Bauchi,Katagum,Yayu
1194,Bauchi,Kirfi,Badara
1195,Bauchi,Kirfi,Bara
1196,Bauchi,Kirfi,Beni A
1197,Bauchi,Kirfi,Beni B
1198,Bauchi,Kirfi,Dewu Central
1199,Bauchi,Kirfi,Dewu East
1200,Bauchi,Kirfi,Kirfi
1201,Bauchi,Kirfi,Shango
1202,Bauchi,Kirfi,Tubule
1203,Bauchi,Kirfi,Wanka
1204,Bauchi,Misau,Ajilin/Gugulin
1205,Bauchi,Misau,Beti
1206,Bauchi,Misau,Gwaram
1207,Bauchi,Misau,Hardawa
1208,Bauchi,Misau,Jarkasa
1209,Bauchi,Misau,Kukadi/Gundari
1210,Bauchi,Misau,Sarma/Akuyam
1211,Bauchi,Misau,Sirko
1212,Bauchi,Misau,Tofu
1213,Bauchi,Misau,Zadawa
1214,Bauchi,Ningi,Balma
1215,Bauchi,Ningi,Bashe
1216,Bauchi,Ningi,Burra / Kyata
1217,Bauchi,Ningi,Dingis
1218,Bauchi,Ningi,Jangu
1219,Bauchi,Ningi,Kudu / Yamma
1220,Bauchi,Ningi,Kurmi
1221,Bauchi,Ningi,Nasaru
1222,Bauchi,Ningi,Ningi
1223,Bauchi,Ningi,Sama
1224,Bauchi,Ningi,Tiffi / Guda
1225,Bauchi,Shira,Andubun
1226,Bauchi,Shira,Beli/Gagidaba
1227,Bauchi,Shira,Bukul/Bangire
1228,Bauchi,Shira,Disina
1229,Bauchi,Shira,Faggo
1230,Bauchi,Shira,Kilbori
1231,Bauchi,Shira,Sambuwal
1232,Bauchi,Shira,Shira
1233,Bauchi,Shira,Tsafi
1234,Bauchi,Shira,Tumfafi
1235,Bauchi,Shira,Zubo
1236,Bauchi,Tafawa balewa,Ball
1237,Bauchi,Tafawa balewa,Bula
1238,Bauchi,Tafawa balewa,Bununu
1239,Bauchi,Tafawa balewa,Dajin
1240,Bauchi,Tafawa balewa,Dull
1241,Bauchi,Tafawa balewa,Kardam A
1242,Bauchi,Tafawa balewa,Kardam B
1243,Bauchi,Tafawa balewa,Lere  South
1244,Bauchi,Tafawa balewa,Lere North
1245,Bauchi,Tafawa balewa,Tapshin
1246,Bauchi,Tafawa balewa,Wai
1247,Bauchi,Toro,JamaA / Zaranda
1248,Bauchi,Toro,Lame
1249,Bauchi,Toro,Mara / Palama
1250,Bauchi,Toro,Rahama
1251,Bauchi,Toro,Rauta / Geji
1252,Bauchi,Toro,Ribina
1253,Bauchi,Toro,Tama
1254,Bauchi,Toro,Tilden Fulani
1255,Bauchi,Toro,Toro / Tulai
